Date,Workout Name,Exercise Name,Set Order,Weight,Weight Unit,Reps,Distance,Distance Unit,Seconds,Notes,Workout Notes
2021-09-01 17:09:11,"Stronglifts PPL","Bent Over Row (Barbell)",3,40,kg,3,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Bent Over Row (Barbell)",4,30,kg,5,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Bent Over Row (Barbell)",5,30,kg,5,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Bent Over Row (Barbell)",6,30,kg,8,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Face Pull (Cable)",1,14,kg,12,,,0,"",
2021-09-01 17:09:11,"Stronglifts PPL","Face Pull (Cable)",2,27,kg,12,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Face Pull (Cable)",3,27,kg,12,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Face Pull (Cable)",4,27,kg,12,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Reverse Curl (Barbell)",1,20,kg,10,,,0,"",
2021-09-01 17:09:11,"Stronglifts PPL","Reverse Curl (Barbell)",2,15,kg,12,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Reverse Curl (Barbell)",3,15,kg,15,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Bicep Curl (Dumbbell)",1,5,kg,10,,,0,"",
2021-09-01 17:09:11,"Stronglifts PPL","Bicep Curl (Dumbbell)",2,10,kg,5,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Bicep Curl (Dumbbell)",3,8,kg,10,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Bicep Curl (Dumbbell)",4,7,kg,8,,,0,,
2021-09-01 17:09:11,"Stronglifts PPL","Bicep Curl (Dumbbell)",5,7,kg,8,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Squat (Barbell)",1,20,kg,12,,,0,"","Legs + Abs"
2021-08-31 12:45:14,"Stronglifts PPL","Squat (Barbell)",2,30,kg,5,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Squat (Barbell)",3,40,kg,5,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Squat (Barbell)",4,45,kg,5,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Squat (Barbell)",5,45,kg,5,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Squat (Barbell)",6,45,kg,5,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Squat (Barbell)",7,45,kg,5,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Squat (Barbell)",8,45,kg,5,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Standing Calf Raise (Dumbbell)",1,28,kg,12,,,0,"",
2021-08-31 12:45:14,"Stronglifts PPL","Standing Calf Raise (Dumbbell)",2,28,kg,12,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Standing Calf Raise (Dumbbell)",3,28,kg,12,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Crunch (Machine)",1,41,kg,12,,,0,"",
2021-08-31 12:45:14,"Stronglifts PPL","Crunch (Machine)",2,41,kg,12,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Crunch (Machine)",3,41,kg,12,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Leg Extension (Machine)",1,32,kg,12,,,0,"",
2021-08-31 12:45:14,"Stronglifts PPL","Leg Extension (Machine)",2,32,kg,12,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Leg Extension (Machine)",3,32,kg,15,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Leg Extension (Machine)",4,32,kg,15,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Hanging Knee Raise",1,,,10,,,0,"",
2021-08-31 12:45:14,"Stronglifts PPL","Hanging Knee Raise",2,,,6,,,0,,
2021-08-31 12:45:14,"Stronglifts PPL","Hanging Knee Raise",3,,,6,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Bench Press (Barbell)",1,20,kg,12,,,0,"","Push"
2021-08-30 16:33:39,"Stronglifts PPL","Bench Press (Barbell)",2,30,kg,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Bench Press (Barbell)",3,40,kg,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Bench Press (Barbell)",4,45,kg,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Bench Press (Barbell)",5,45,kg,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Bench Press (Barbell)",6,45,kg,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Bench Press (Barbell)",7,45,kg,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Bench Press (Barbell)",8,45,kg,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Chest Dip",1,,,5,,,0,"",
2021-08-30 16:33:39,"Stronglifts PPL","Chest Dip",2,,,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Chest Dip",3,,,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Chest Dip",4,,,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Chest Dip",5,,,4,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Chest Dip (Assisted)",1,36,kg,15,,,0,"",
2021-08-30 16:33:39,"Stronglifts PPL","Chest Dip (Assisted)",2,50,kg,10,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Chest Dip (Assisted)",3,45,kg,6,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Overhead Press (Smith Machine)",1,30,kg,10,,,0,"",
2021-08-30 16:33:39,"Stronglifts PPL","Overhead Press (Smith Machine)",2,40,kg,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Overhead Press (Smith Machine)",3,40,kg,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Overhead Press (Smith Machine)",4,40,kg,5,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Overhead Press (Smith Machine)",5,40,kg,3,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Overhead Press (Smith Machine)",6,30,kg,8,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Triceps Extension",1,14,kg,12,,,0,"",
2021-08-30 16:33:39,"Stronglifts PPL","Triceps Extension",2,9,kg,15,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Triceps Extension",3,9,kg,12,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Lateral Raise (Dumbbell)",1,5,kg,12,,,0,"",
2021-08-30 16:33:39,"Stronglifts PPL","Lateral Raise (Dumbbell)",2,5,kg,12,,,0,,
2021-08-30 16:33:39,"Stronglifts PPL","Lateral Raise (Dumbbell)",3,5,kg,12,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Squat (Barbell)",1,20,kg,12,,,0,"","Legs + Abs"
2021-08-28 12:27:15,"Stronglifts PPL","Squat (Barbell)",2,30,kg,5,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Squat (Barbell)",3,40,kg,5,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Squat (Barbell)",4,45,kg,5,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Squat (Barbell)",5,50,kg,5,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Squat (Barbell)",6,55,kg,5,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Standing Calf Raise (Machine)",1,30,kg,12,,,0,"",
2021-08-28 12:27:15,"Stronglifts PPL","Standing Calf Raise (Machine)",2,30,kg,12,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Standing Calf Raise (Machine)",3,30,kg,12,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Hanging Knee Raise",1,,,12,,,0,"",
2021-08-28 12:27:15,"Stronglifts PPL","Hanging Knee Raise",2,,,12,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Hanging Knee Raise",3,,,12,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Deadlift (Barbell)",1,50,kg,5,,,0,"",
2021-08-28 12:27:15,"Stronglifts PPL","Deadlift (Barbell)",2,50,kg,3,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Crunch (Machine)",1,36,kg,15,,,0,"",
2021-08-28 12:27:15,"Stronglifts PPL","Crunch (Machine)",2,41,kg,12,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Crunch (Machine)",3,41,kg,12,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Torso Rotation (Machine)",1,32,kg,8,,,0,"",
2021-08-28 12:27:15,"Stronglifts PPL","Torso Rotation (Machine)",2,32,kg,12,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Leg Extension (Machine)",1,32,kg,12,,,0,"",
2021-08-28 12:27:15,"Stronglifts PPL","Leg Extension (Machine)",2,32,kg,12,,,0,,
2021-08-28 12:27:15,"Stronglifts PPL","Leg Extension (Machine)",3,32,kg,15,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Chest Dip (Assisted)",1,,,5,,,0,"","Push"
2021-08-27 10:48:31,"Stronglifts PPL","Chest Dip (Assisted)",2,,,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Chest Dip (Assisted)",3,,,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Chest Dip (Assisted)",4,,,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Chest Dip (Assisted)",5,,,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Bench Press (Barbell)",1,20,kg,12,,,0,"",
2021-08-27 10:48:31,"Stronglifts PPL","Bench Press (Barbell)",2,50,kg,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Bench Press (Barbell)",3,50,kg,3,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Bench Press (Barbell)",4,40,kg,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Bench Press (Barbell)",5,40,kg,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Bench Press (Barbell)",6,40,kg,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Overhead Press (Barbell)",1,20,kg,5,,,0,"",
2021-08-27 10:48:31,"Stronglifts PPL","Overhead Press (Barbell)",2,20,kg,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Overhead Press (Barbell)",3,20,kg,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Overhead Press (Barbell)",4,20,kg,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Overhead Press (Barbell)",5,20,kg,5,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Lateral Raise (Dumbbell)",1,5,kg,12,,,0,"",
2021-08-27 10:48:31,"Stronglifts PPL","Lateral Raise (Dumbbell)",2,5,kg,12,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Triceps Extension",1,18,kg,15,,,0,"",
2021-08-27 10:48:31,"Stronglifts PPL","Triceps Extension",2,18,kg,12,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Triceps Extension",3,18,kg,12,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Lateral Raise (Dumbbell)",1,5,kg,12,,,0,"",
2021-08-27 10:48:31,"Stronglifts PPL","Lateral Raise (Dumbbell)",2,5,kg,6,,,0,,
2021-08-27 10:48:31,"Stronglifts PPL","Lateral Raise (Dumbbell)",3,5,kg,8,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",1,,,2,,,0,"","Pull"
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",2,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",3,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",4,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",5,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",6,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",7,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",8,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",9,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",10,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",11,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",12,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",13,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",14,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",15,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",16,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",17,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",18,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",19,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",20,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",21,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",22,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",23,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",24,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",25,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",26,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",27,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",28,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Pull Up",29,,,2,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Bent Over Row (Barbell)",1,20,kg,12,,,0,"",
2021-08-26 13:14:20,"Stronglifts PPL","Bent Over Row (Barbell)",2,20,kg,12,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Bent Over Row (Barbell)",3,20,kg,12,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Seated Row (Machine)",1,32,kg,12,,,0,"",
2021-08-26 13:14:20,"Stronglifts PPL","Seated Row (Machine)",2,32,kg,12,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Seated Row (Machine)",3,32,kg,12,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Upright Row (Barbell)",1,15,kg,12,,,0,"",
2021-08-26 13:14:20,"Stronglifts PPL","Upright Row (Barbell)",2,15,kg,12,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Upright Row (Barbell)",3,15,kg,12,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Face Pull (Cable)",1,11,kg,12,,,0,"",
2021-08-26 13:14:20,"Stronglifts PPL","Face Pull (Cable)",2,11,kg,12,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Face Pull (Cable)",3,18,kg,12,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Bicep Curl (Machine)",1,18,kg,12,,,0,"",
2021-08-26 13:14:20,"Stronglifts PPL","Bicep Curl (Machine)",2,18,kg,12,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Bicep Curl (Machine)",3,18,kg,10,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Bicep Curl (Machine)",4,18,kg,8,,,0,,
2021-08-26 13:14:20,"Stronglifts PPL","Bicep Curl (Machine)",5,14,kg,5,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Squat (Barbell)",1,20,kg,12,,,0,"","Legs + Abs"
2021-08-24 13:07:39,"Stronglifts PPL","Squat (Barbell)",2,30,kg,5,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Squat (Barbell)",3,40,kg,5,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Squat (Barbell)",4,45,kg,5,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Squat (Barbell)",5,45,kg,5,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Squat (Barbell)",6,50,kg,5,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Deadlift (Barbell)",1,50,kg,5,,,0,"",
2021-08-24 13:07:39,"Stronglifts PPL","Standing Calf Raise (Machine)",1,30,kg,12,,,0,"",
2021-08-24 13:07:39,"Stronglifts PPL","Standing Calf Raise (Machine)",2,30,kg,12,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Standing Calf Raise (Machine)",3,30,kg,13,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Hanging Knee Raise",1,,,8,,,0,"",
2021-08-24 13:07:39,"Stronglifts PPL","Hanging Knee Raise",2,,,4,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Hanging Knee Raise",3,,,5,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Hanging Knee Raise",4,,,7,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Hanging Knee Raise",5,,,5,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Hanging Knee Raise",6,,,7,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Leg Extension (Machine)",1,25,kg,12,,,0,"",
2021-08-24 13:07:39,"Stronglifts PPL","Leg Extension (Machine)",2,25,kg,12,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Leg Extension (Machine)",3,32,kg,15,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Lying Leg Curl (Machine)",1,27,kg,12,,,0,"",
2021-08-24 13:07:39,"Stronglifts PPL","Crunch (Machine)",1,36,kg,12,,,0,"",
2021-08-24 13:07:39,"Stronglifts PPL","Crunch (Machine)",2,36,kg,12,,,0,,
2021-08-24 13:07:39,"Stronglifts PPL","Crunch (Machine)",3,36,kg,12,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Bench Press (Barbell)",1,20,kg,10,,,0,"","Push"
2021-08-23 09:59:19,"Stronglifts PPL","Bench Press (Barbell)",2,30,kg,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Bench Press (Barbell)",3,35,kg,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Bench Press (Barbell)",4,40,kg,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Bench Press (Barbell)",5,45,kg,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Bench Press (Barbell)",6,50,kg,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Bench Press (Barbell)",7,53,kg,3,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Overhead Press (Smith Machine)",1,20,kg,8,,,0,"",
2021-08-23 09:59:19,"Stronglifts PPL","Overhead Press (Smith Machine)",2,30,kg,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Overhead Press (Smith Machine)",3,40,kg,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Overhead Press (Smith Machine)",4,45,kg,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Overhead Press (Smith Machine)",5,45,kg,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Overhead Press (Smith Machine)",6,45,kg,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Chest Dip (Assisted)",1,,,5,,,0,"",
2021-08-23 09:59:19,"Stronglifts PPL","Chest Dip (Assisted)",2,,,5,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Chest Dip (Assisted)",3,,,3,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Bench Dip",1,41,kg,12,,,0,"dip machine",
2021-08-23 09:59:19,"Stronglifts PPL","Bench Dip",2,41,kg,10,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Bench Dip",3,36,kg,12,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Lateral Raise (Dumbbell)",1,5,kg,12,,,0,"",
2021-08-23 09:59:19,"Stronglifts PPL","Lateral Raise (Dumbbell)",2,5,kg,12,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Lateral Raise (Dumbbell)",3,5,kg,12,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Triceps Extension",1,11,kg,12,,,0,"",
2021-08-23 09:59:19,"Stronglifts PPL","Triceps Extension",2,11,kg,8,,,0,,
2021-08-23 09:59:19,"Stronglifts PPL","Triceps Extension",3,11,kg,12,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Squat (Barbell)",1,20,kg,8,,,0,"","Legs + Abs"
2021-08-21 13:06:13,"Stronglifts PPL","Squat (Barbell)",2,30,kg,5,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Squat (Barbell)",3,40,kg,5,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Squat (Barbell)",4,45,kg,5,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Squat (Barbell)",5,45,kg,5,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Standing Calf Raise (Machine)",1,30,kg,12,,,0,"",
2021-08-21 13:06:13,"Stronglifts PPL","Standing Calf Raise (Machine)",2,30,kg,12,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Standing Calf Raise (Machine)",3,30,kg,12,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Leg Extension (Machine)",1,25,kg,12,,,0,"",
2021-08-21 13:06:13,"Stronglifts PPL","Leg Extension (Machine)",2,25,kg,12,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Leg Extension (Machine)",3,32,kg,12,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Hanging Knee Raise",1,,,12,,,0,"",
2021-08-21 13:06:13,"Stronglifts PPL","Hanging Knee Raise",2,,,12,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Hanging Knee Raise",3,,,15,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Crunch (Machine)",1,32,kg,12,,,0,"",
2021-08-21 13:06:13,"Stronglifts PPL","Crunch (Machine)",2,36,kg,12,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Crunch (Machine)",3,36,kg,12,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Lying Leg Curl (Machine)",1,23,kg,12,,,0,"",
2021-08-21 13:06:13,"Stronglifts PPL","Lying Leg Curl (Machine)",2,23,kg,12,,,0,,
2021-08-21 13:06:13,"Stronglifts PPL","Lying Leg Curl (Machine)",3,23,kg,12,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Chin Up",1,8,kg,5,,,0,"","Pull"
2021-08-19 12:36:35,"Stronglifts PPL","Chin Up",2,8,kg,4,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Chin Up",3,5,kg,4,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Lat Pulldown (Machine)",1,40,kg,10,,,0,"",
2021-08-19 12:36:35,"Stronglifts PPL","Lat Pulldown (Machine)",2,40,kg,5,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Lat Pulldown (Machine)",3,40,kg,5,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Lat Pulldown (Machine)",4,40,kg,10,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Upright Row (Barbell)",1,15,kg,12,,,0,"",
2021-08-19 12:36:35,"Stronglifts PPL","Upright Row (Barbell)",2,15,kg,12,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Upright Row (Barbell)",3,15,kg,12,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Bent Over Row (Barbell)",1,20,kg,12,,,0,"",
2021-08-19 12:36:35,"Stronglifts PPL","Bent Over Row (Barbell)",2,30,kg,5,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Bent Over Row (Barbell)",3,30,kg,5,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Bent Over Row (Barbell)",4,30,kg,7,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Bent Over Row (Barbell)",5,40,kg,5,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Bent Over Row (Barbell)",6,35,kg,6,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Face Pull (Cable)",1,20,kg,12,,,0,"",
2021-08-19 12:36:35,"Stronglifts PPL","Face Pull (Cable)",2,11,kg,12,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Face Pull (Cable)",3,11,kg,12,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Face Pull (Cable)",4,18,kg,12,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Face Pull (Cable)",5,18,kg,12,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Reverse Curl (Barbell)",1,20,kg,10,,,0,"",
2021-08-19 12:36:35,"Stronglifts PPL","Reverse Curl (Barbell)",2,15,kg,12,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Reverse Curl (Barbell)",3,15,kg,12,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Bicep Curl (Machine)",1,23,kg,12,,,0,"",
2021-08-19 12:36:35,"Stronglifts PPL","Bicep Curl (Machine)",2,23,kg,12,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Bicep Curl (Machine)",3,23,kg,5,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Bicep Curl (Machine)",4,18,kg,5,,,0,,
2021-08-19 12:36:35,"Stronglifts PPL","Bicep Curl (Machine)",5,12,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Bench Press (Barbell)",1,20,kg,5,,,0,"","Push"
2021-08-18 10:39:12,"Stronglifts PPL","Bench Press (Barbell)",2,25,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Bench Press (Barbell)",3,30,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Bench Press (Barbell)",4,35,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Bench Press (Barbell)",5,40,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Bench Press (Barbell)",6,45,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Bench Press (Barbell)",7,50,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Chest Dip (Assisted)",1,,,5,,,0,"",
2021-08-18 10:39:12,"Stronglifts PPL","Chest Dip (Assisted)",2,,,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Chest Dip (Assisted)",3,4.5,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Chest Dip (Assisted)",4,4.5,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Chest Dip (Assisted)",5,4.5,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Overhead Press (Smith Machine)",1,25,kg,5,,,0,"",
2021-08-18 10:39:12,"Stronglifts PPL","Overhead Press (Smith Machine)",2,35,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Overhead Press (Smith Machine)",3,40,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Overhead Press (Smith Machine)",4,40,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Overhead Press (Smith Machine)",5,45,kg,5,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Triceps Extension",1,15,kg,10,,,0,"",
2021-08-18 10:39:12,"Stronglifts PPL","Triceps Extension",2,9,kg,12,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Triceps Extension",3,9,kg,9,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Triceps Extension",4,4.5,kg,9,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Lateral Raise (Dumbbell)",1,5,kg,12,,,0,"",
