Date,Workout Name,Exercise Name,Set Order,Weight,Weight Unit,Reps,Distance,Distance Unit,Seconds,Notes,Workout Notes
2021-08-18 10:39:12,"Stronglifts PPL","Lateral Raise (Dumbbell)",2,5,kg,12,,,0,,
2021-08-18 10:39:12,"Stronglifts PPL","Lateral Raise (Dumbbell)",3,5,kg,12,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Squat (Barbell)",1,20,kg,5,,,0,"","Legs + Abs"
2021-08-17 13:45:41,"Stronglifts PPL","Squat (Barbell)",2,30,kg,5,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Squat (Barbell)",3,40,kg,5,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Squat (Barbell)",4,45,kg,5,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Squat (Barbell)",5,50,kg,5,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Deadlift (Barbell)",1,30,kg,6,,,0,"",
2021-08-17 13:45:41,"Stronglifts PPL","Standing Calf Raise (Machine)",1,30,kg,12,,,0,"",
2021-08-17 13:45:41,"Stronglifts PPL","Standing Calf Raise (Machine)",2,20,kg,12,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Standing Calf Raise (Machine)",3,20,kg,12,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Leg Extension (Machine)",1,25,kg,12,,,0,"",
2021-08-17 13:45:41,"Stronglifts PPL","Leg Extension (Machine)",2,25,kg,12,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Leg Extension (Machine)",3,25,kg,12,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Hanging Knee Raise",1,,,12,,,0,"",
2021-08-17 13:45:41,"Stronglifts PPL","Hanging Knee Raise",2,,,12,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Hanging Knee Raise",3,,,12,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Crunch (Machine)",1,27.5,kg,12,,,0,"",
2021-08-17 13:45:41,"Stronglifts PPL","Crunch (Machine)",2,32,kg,12,,,0,,
2021-08-17 13:45:41,"Stronglifts PPL","Crunch (Machine)",3,36,kg,12,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Chin Up",1,8,kg,5,,,0,"","Pull"
2021-08-16 13:36:41,"Stronglifts PPL","Chin Up",2,8,kg,5,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Chin Up",3,8,kg,4,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Chin Up",4,,,1,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Chin Up",5,5,kg,5,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Chin Up",6,5,kg,4,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Upright Row (Barbell)",1,20,kg,12,,,0,"",
2021-08-16 13:36:41,"Stronglifts PPL","Upright Row (Barbell)",2,20,kg,12,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Upright Row (Barbell)",3,20,kg,9,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Bent Over Row (Dumbbell)",1,9,kg,12,,,0,"",
2021-08-16 13:36:41,"Stronglifts PPL","Bent Over Row (Dumbbell)",2,9,kg,12,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Bent Over Row (Dumbbell)",3,9,kg,13,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Face Pull (Cable)",1,14,kg,12,,,0,"",
2021-08-16 13:36:41,"Stronglifts PPL","Face Pull (Cable)",2,18,kg,12,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Face Pull (Cable)",3,23,kg,12,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Face Pull (Cable)",4,27,kg,12,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Face Pull (Cable)",5,32,kg,12,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Reverse Curl (Barbell)",1,15,kg,12,,,0,"",
2021-08-16 13:36:41,"Stronglifts PPL","Reverse Curl (Barbell)",2,15,kg,12,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Reverse Curl (Barbell)",3,15,kg,12,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Bicep Curl (Machine)",1,23,kg,12,,,0,"",
2021-08-16 13:36:41,"Stronglifts PPL","Bicep Curl (Machine)",2,23,kg,7,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Bicep Curl (Machine)",3,18,kg,5,,,0,,
2021-08-16 13:36:41,"Stronglifts PPL","Bicep Curl (Machine)",4,18,kg,12,,,0,,
2021-08-15 09:44:16,"Stronglifts PPL","Squat (Barbell)",1,20,kg,8,,,0,"","Legs"
2021-08-15 09:44:16,"Stronglifts PPL","Squat (Barbell)",2,30,kg,5,,,0,,
2021-08-15 09:44:16,"Stronglifts PPL","Squat (Barbell)",3,35,kg,5,,,0,,
2021-08-15 09:44:16,"Stronglifts PPL","Squat (Barbell)",4,40,kg,5,,,0,,
2021-08-15 09:44:16,"Stronglifts PPL","Squat (Barbell)",5,45,kg,5,,,0,,
2021-08-15 09:44:16,"Stronglifts PPL","Squat (Barbell)",6,45,kg,5,,,0,,
2021-08-15 09:44:16,"Stronglifts PPL","Leg Extension (Machine)",1,25,kg,12,,,0,"",
2021-08-15 09:44:16,"Stronglifts PPL","Leg Extension (Machine)",2,32,kg,12,,,0,,
2021-08-15 09:44:16,"Stronglifts PPL","Leg Extension (Machine)",3,39,kg,12,,,0,,
2021-08-15 09:44:16,"Stronglifts PPL","Calf Press on Seated Leg Press",1,18,kg,12,,,0,"",
2021-08-15 09:44:16,"Stronglifts PPL","Calf Press on Seated Leg Press",2,25,kg,12,,,0,,
2021-08-15 09:44:16,"Stronglifts PPL","Calf Press on Seated Leg Press",3,32,kg,12,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Bench Press (Barbell)",1,25,kg,5,,,0,"","Push"
2021-08-14 13:07:54,"Stronglifts PPL","Bench Press (Barbell)",2,30,kg,5,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Bench Press (Barbell)",3,35,kg,5,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Bench Press (Barbell)",4,40,kg,5,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Bench Press (Barbell)",5,45,kg,5,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Chest Dip (Assisted)",1,,,5,,,0,"",
2021-08-14 13:07:54,"Stronglifts PPL","Chest Dip (Assisted)",2,,,5,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Chest Dip (Assisted)",3,4.5,kg,5,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Chest Dip (Assisted)",4,9,kg,4,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Chest Dip (Assisted)",5,9,kg,5,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Overhead Press (Smith Machine)",1,25,kg,5,,,0,"",
2021-08-14 13:07:54,"Stronglifts PPL","Overhead Press (Smith Machine)",2,35,kg,5,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Overhead Press (Smith Machine)",3,40,kg,5,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Overhead Press (Smith Machine)",4,45,kg,5,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Overhead Press (Smith Machine)",5,40,kg,4,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Triceps Extension",1,15,kg,10,,,0,"",
2021-08-14 13:07:54,"Stronglifts PPL","Triceps Extension",2,9,kg,12,,,0,,
2021-08-14 13:07:54,"Stronglifts PPL","Triceps Extension",3,9,kg,9,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Chin Up",1,5,kg,5,,,0,"","Pull"
2021-08-11 13:20:17,"Stronglifts PPL","Chin Up",2,5,kg,5,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Chin Up",3,5,kg,5,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Chin Up",4,5,kg,5,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Chin Up",5,5,kg,5,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Chin Up",6,16,kg,1,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Upright Row (Barbell)",1,15,kg,12,,,0,"",
2021-08-11 13:20:17,"Stronglifts PPL","Upright Row (Barbell)",2,15,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Upright Row (Barbell)",3,15,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bent Over Row (Barbell)",1,20,kg,5,,,0,"",
2021-08-11 13:20:17,"Stronglifts PPL","Bent Over Row (Barbell)",2,20,kg,5,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bent Over Row (Barbell)",3,20,kg,8,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bent Over Row (Barbell)",4,20,kg,8,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bent Over Row (Barbell)",5,20,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bent Over Row (Barbell)",6,20,kg,8,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Seated Row (Machine)",1,25,kg,12,,,0,"",
2021-08-11 13:20:17,"Stronglifts PPL","Seated Row (Machine)",2,32,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Seated Row (Machine)",3,32,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Seated Row (Machine)",4,25,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Seated Row (Machine)",5,25,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Seated Row (Machine)",6,32,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bicep Curl (Machine)",1,23,kg,12,,,0,"",
2021-08-11 13:20:17,"Stronglifts PPL","Bicep Curl (Machine)",2,23,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bicep Curl (Machine)",3,23,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bicep Curl (Machine)",4,18,kg,2,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bicep Curl (Machine)",5,14,kg,2,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bicep Curl (Machine)",6,9,kg,3,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Bicep Curl (Machine)",7,4.5,kg,7,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Reverse Curl (Barbell)",1,15,kg,5,,,0,"",
2021-08-11 13:20:17,"Stronglifts PPL","Reverse Curl (Barbell)",2,10,kg,7,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Reverse Curl (Barbell)",3,10,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Reverse Curl (Barbell)",4,10,kg,12,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Face Pull (Cable)",1,14,kg,12,,,0,"",
2021-08-11 13:20:17,"Stronglifts PPL","Face Pull (Cable)",2,18,kg,10,,,0,,
2021-08-11 13:20:17,"Stronglifts PPL","Face Pull (Cable)",3,18,kg,12,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Squat (Barbell)",1,20,kg,5,,,0,"","Legs"
2021-08-10 13:15:46,"Stronglifts PPL","Squat (Barbell)",2,30,kg,5,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Squat (Barbell)",3,35,kg,5,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Squat (Barbell)",4,40,kg,5,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Squat (Barbell)",5,45,kg,5,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Deadlift (Barbell)",1,30,kg,5,,,0,"",
2021-08-10 13:15:46,"Stronglifts PPL","Standing Calf Raise (Dumbbell)",1,18,kg,12,,,0,"",
2021-08-10 13:15:46,"Stronglifts PPL","Standing Calf Raise (Dumbbell)",2,24,kg,12,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Standing Calf Raise (Dumbbell)",3,24,kg,12,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Leg Extension (Machine)",1,25,kg,12,,,0,"",
2021-08-10 13:15:46,"Stronglifts PPL","Leg Extension (Machine)",2,32,kg,12,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Leg Extension (Machine)",3,39,kg,12,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Hanging Leg Raise",1,,,12,,,0,"",
2021-08-10 13:15:46,"Stronglifts PPL","Hanging Leg Raise",2,,,12,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Hanging Leg Raise",3,,,8,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Crunch (Machine)",1,27,kg,12,,,0,"",
2021-08-10 13:15:46,"Stronglifts PPL","Crunch (Machine)",2,45,kg,12,,,0,,
2021-08-10 13:15:46,"Stronglifts PPL","Crunch (Machine)",3,45,kg,12,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Bench Press (Barbell)",1,20,kg,5,,,0,"","Push"
2021-08-09 12:40:09,"Stronglifts PPL","Bench Press (Barbell)",2,25,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Bench Press (Barbell)",3,30,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Bench Press (Barbell)",4,35,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Bench Press (Barbell)",5,40,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Chest Dip (Assisted)",1,0,kg,5,,,0,"",
2021-08-09 12:40:09,"Stronglifts PPL","Chest Dip (Assisted)",2,0,kg,4,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Chest Dip (Assisted)",3,9,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Chest Dip (Assisted)",4,9,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Chest Dip (Assisted)",5,9,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Overhead Press (Smith Machine)",1,20,kg,5,,,0,"",
2021-08-09 12:40:09,"Stronglifts PPL","Overhead Press (Smith Machine)",2,30,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Overhead Press (Smith Machine)",3,35,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Overhead Press (Smith Machine)",4,40,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Overhead Press (Smith Machine)",5,45,kg,5,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Chest Fly",1,32,kg,12,,,0,"",
2021-08-09 12:40:09,"Stronglifts PPL","Chest Fly",2,45,kg,12,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Chest Fly",3,52,kg,9,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Chest Press (Machine)",1,39,kg,5,,,0,"",
2021-08-09 12:40:09,"Stronglifts PPL","Triceps Extension",1,15,kg,9,,,0,"",
2021-08-09 12:40:09,"Stronglifts PPL","Triceps Extension",2,9,kg,12,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Triceps Extension",3,9,kg,12,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Lateral Raise (Dumbbell)",1,5,kg,12,,,0,"",
2021-08-09 12:40:09,"Stronglifts PPL","Lateral Raise (Dumbbell)",2,4,kg,12,,,0,,
2021-08-09 12:40:09,"Stronglifts PPL","Lateral Raise (Dumbbell)",3,3,kg,12,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Chin Up",1,,,5,,,0,"","Pull"
2021-08-07 14:20:54,"Stronglifts PPL","Chin Up",2,5,kg,5,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Chin Up",3,5,kg,5,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Chin Up",4,,,5,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Chin Up",5,,,5,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Upright Row (Barbell)",1,15,kg,6,,,0,"",
2021-08-07 14:20:54,"Stronglifts PPL","Upright Row (Barbell)",2,25,kg,5,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Upright Row (Barbell)",3,25,kg,5,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Upright Row (Barbell)",4,25,kg,5,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Upright Row (Barbell)",5,25,kg,5,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Incline Row (Dumbbell)",1,9,kg,12,,,0,"",
2021-08-07 14:20:54,"Stronglifts PPL","Incline Row (Dumbbell)",2,14,kg,6,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Incline Row (Dumbbell)",3,9,kg,12,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Incline Row (Dumbbell)",4,9,kg,12,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Incline Row (Dumbbell)",5,9,kg,10,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Bicep Curl (Barbell)",1,20,kg,10,,,0,"",
2021-08-07 14:20:54,"Stronglifts PPL","Bicep Curl (Barbell)",2,15,kg,11,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Bicep Curl (Barbell)",3,15,kg,10,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Reverse Curl (Barbell)",1,10,kg,12,,,0,"",
2021-08-07 14:20:54,"Stronglifts PPL","Reverse Curl (Barbell)",2,10,kg,12,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Reverse Curl (Barbell)",3,10,kg,12,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Crunch (Machine)",1,25,kg,8,,,0,"",
2021-08-07 14:20:54,"Stronglifts PPL","Crunch (Machine)",2,41,kg,6,,,0,,
2021-08-07 14:20:54,"Stronglifts PPL","Crunch (Machine)",3,41,kg,7,,,0,,
